Scenario,Version,Game,Measure,value
balanced,Working,2022-06-25_Washington_Nationals_at_Texas_Rangers,Wind_MPH,0.0
balanced,Working,2022-06-25_Washington_Nationals_at_Texas_Rangers,Is_Day_Game,1.0
balanced,Working,2022-06-25_Washington_Nationals_at_Texas_Rangers,Is_Dome,1.0
balanced,Working,2022-06-25_Washington_Nationals_at_Texas_Rangers,Elevation_Ft,545.0
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Total_Score,16
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Weather_Temp,94
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Wind_MPH,8.0
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Is_Day_Game,1.0
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Is_Dome,0.0
balanced,Working,2022-06-25_Athletics_at_Kansas_City_Royals,Elevation_Ft,856.0
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Total_Score,8
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Weather_Temp,72
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Wind_MPH,0.0
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Is_Day_Game,1.0
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Is_Dome,1.0
balanced,Working,2022-06-25_New_York_Mets_at_Miami_Marlins,Elevation_Ft,10.0
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Total_Score,9
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Weather_Temp,71
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Wind_MPH,0.0
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Is_Day_Game,1.0
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Is_Dome,1.0
balanced,Working,2022-06-25_Toronto_Blue_Jays_at_Milwaukee_Brewers,Elevation_Ft,597.0
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Total_Score,6
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Weather_Temp,80
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Wind_MPH,9.0
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Is_Day_Game,0.0
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Is_Dome,0.0
balanced,Working,2022-06-25_Boston_Red_Sox_at_Cleveland_Guardians,Elevation_Ft,653.0
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Total_Score,11
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Weather_Temp,65
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Wind_MPH,18.0
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Is_Day_Game,1.0
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Is_Dome,0.0
balanced,Working,2022-06-25_Cincinnati_Reds_at_San_Francisco_Giants,Elevation_Ft,0.0
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Total_Score,6
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Weather_Temp,79
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Wind_MPH,17.0
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Is_Day_Game,0.0
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Is_Dome,0.0
balanced,Working,2022-06-25_Colorado_Rockies_at_Minnesota_Twins,Elevation_Ft,828.0
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Total_Score,8
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Weather_Temp,88
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Wind_MPH,8.0
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Is_Day_Game,0.0
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Is_Dome,0.0
balanced,Working,2022-06-25_Los_Angeles_Dodgers_at_Atlanta_Braves,Elevation_Ft,1001.0
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Total_Score,8
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Weather_Temp,82
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Wind_MPH,8.0
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Is_Day_Game,0.0
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Is_Dome,0.0
balanced,Working,2022-06-25_Seattle_Mariners_at_Los_Angeles_Angels,Elevation_Ft,151.0
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Total_Score,9
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Weather_Temp,73
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Wind_MPH,0.0
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Is_Day_Game,0.0
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Is_Dome,1.0
balanced,Working,2022-06-25_Detroit_Tigers_at_Arizona_Diamondbacks,Elevation_Ft,1086.0
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Total_Score,6
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Weather_Temp,70
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Wind_MPH,9.0
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Is_Day_Game,0.0
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Is_Dome,0.0
balanced,Working,2022-06-25_Philadelphia_Phillies_at_San_Diego_Padres,Elevation_Ft,23.0
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Total_Score,5
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Weather_Temp,72
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Wind_MPH,0.0
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Is_Day_Game,1.0
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Is_Dome,1.0
balanced,Working,2022-06-26_New_York_Mets_at_Miami_Marlins,Elevation_Ft,10.0
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Total_Score,9
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Weather_Temp,88
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Wind_MPH,9.0
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Is_Day_Game,1.0
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Is_Dome,0.0
balanced,Working,2022-06-26_Houston_Astros_at_New_York_Yankees,Elevation_Ft,55.0
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Total_Score,11
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Weather_Temp,85
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Wind_MPH,9.0
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Is_Day_Game,1.0
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Is_Dome,0.0
balanced,Working,2022-06-26_Boston_Red_Sox_at_Cleveland_Guardians,Elevation_Ft,653.0
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Total_Score,6
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Weather_Temp,72
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Wind_MPH,0.0
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Is_Day_Game,1.0
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Is_Dome,1.0
balanced,Working,2022-06-26_Pittsburgh_Pirates_at_Tampa_Bay_Rays,Elevation_Ft,15.0
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Total_Score,8
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Weather_Temp,75
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Wind_MPH,15.0
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Is_Day_Game,1.0
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Is_Dome,0.0
balanced,Working,2022-06-26_Athletics_at_Kansas_City_Royals,Elevation_Ft,856.0
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Total_Score,9
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Weather_Temp,70
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Wind_MPH,20.0
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Is_Day_Game,1.0
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Is_Dome,0.0
balanced,Working,2022-06-26_Colorado_Rockies_at_Minnesota_Twins,Elevation_Ft,828.0
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Total_Score,7
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Weather_Temp,79
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Wind_MPH,11.0
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Is_Day_Game,1.0
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Is_Dome,0.0
balanced,Working,2022-06-26_Baltimore_Orioles_at_Chicago_White_Sox,Elevation_Ft,595.0
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Total_Score,13
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Weather_Temp,76
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Wind_MPH,8.0
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Is_Day_Game,1.0
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Is_Dome,0.0
balanced,Working,2022-06-26_Toronto_Blue_Jays_at_Milwaukee_Brewers,Elevation_Ft,597.0
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Total_Score,11
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Weather_Temp,70
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Wind_MPH,10.0
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Is_Day_Game,1.0
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Is_Dome,0.0
balanced,Working,2022-06-26_Chicago_Cubs_at_St._Louis_Cardinals,Elevation_Ft,460.0
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Total_Score,10
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Weather_Temp,72
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Wind_MPH,0.0
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Is_Day_Game,1.0
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Is_Dome,1.0
balanced,Working,2022-06-26_Washington_Nationals_at_Texas_Rangers,Elevation_Ft,545.0
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Total_Score,13
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Weather_Temp,65
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Wind_MPH,13.0
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Is_Day_Game,1.0
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Is_Dome,0.0
balanced,Working,2022-06-26_Cincinnati_Reds_at_San_Francisco_Giants,Elevation_Ft,0.0
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Total_Score,3
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Weather_Temp,82
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Wind_MPH,9.0
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Is_Day_Game,1.0
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Is_Dome,0.0
balanced,Working,2022-06-26_Seattle_Mariners_at_Los_Angeles_Angels,Elevation_Ft,151.0
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Total_Score,18
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Weather_Temp,102
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Wind_MPH,0.0
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Is_Day_Game,1.0
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Is_Dome,1.0
balanced,Working,2022-06-26_Detroit_Tigers_at_Arizona_Diamondbacks,Elevation_Ft,1086.0
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Total_Score,13
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Weather_Temp,74
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Wind_MPH,9.0
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Is_Day_Game,1.0
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Is_Dome,0.0
balanced,Working,2022-06-26_Philadelphia_Phillies_at_San_Diego_Padres,Elevation_Ft,23.0
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Total_Score,8
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Weather_Temp,86
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Wind_MPH,4.0
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Is_Day_Game,0.0
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Is_Dome,0.0
balanced,Working,2022-06-26_Los_Angeles_Dodgers_at_Atlanta_Braves,Elevation_Ft,1001.0
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Total_Score,5
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Weather_Temp,81
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Wind_MPH,3.0
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Is_Day_Game,0.0
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Is_Dome,0.0
balanced,Working,2022-06-27_Pittsburgh_Pirates_at_Washington_Nationals,Elevation_Ft,35.0
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Total_Score,14
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Weather_Temp,74
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Wind_MPH,3.0
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Is_Day_Game,0.0
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Is_Dome,0.0
balanced,Working,2022-06-27_Athletics_at_New_York_Yankees,Elevation_Ft,55.0
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Total_Score,9
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Weather_Temp,65
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Wind_MPH,20.0
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Is_Day_Game,0.0
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Is_Dome,0.0
balanced,Working,2022-06-27_Boston_Red_Sox_at_Toronto_Blue_Jays,Elevation_Ft,270.0
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Total_Score,12
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Weather_Temp,73
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Wind_MPH,8.0
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Is_Day_Game,0.0
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Is_Dome,0.0
balanced,Working,2022-06-27_Minnesota_Twins_at_Cleveland_Guardians,Elevation_Ft,653.0
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Total_Score,9
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Weather_Temp,80
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Wind_MPH,9.0
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Is_Day_Game,0.0
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Is_Dome,0.0
balanced,Working,2022-06-27_Miami_Marlins_at_St._Louis_Cardinals,Elevation_Ft,460.0
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Total_Score,14
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Weather_Temp,81
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Wind_MPH,6.0
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Is_Day_Game,0.0
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Is_Dome,0.0
balanced,Working,2022-06-27_Texas_Rangers_at_Kansas_City_Royals,Elevation_Ft,856.0
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Total_Score,4
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Weather_Temp,83
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Wind_MPH,7.0
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Is_Day_Game,0.0
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Is_Dome,0.0
balanced,Working,2022-06-27_Los_Angeles_Dodgers_at_Colorado_Rockies,Elevation_Ft,5190.0
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Total_Score,7
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Weather_Temp,88
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Wind_MPH,6.0
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Is_Day_Game,0.0
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Is_Dome,0.0
balanced,Working,2022-06-27_Chicago_White_Sox_at_Los_Angeles_Angels,Elevation_Ft,151.0
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Total_Score,11
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Weather_Temp,87
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Wind_MPH,2.0
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Is_Day_Game,0.0
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Is_Dome,0.0
balanced,Working,2022-06-27_Baltimore_Orioles_at_Seattle_Mariners,Elevation_Ft,10.0
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Total_Score,6
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Weather_Temp,72
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Wind_MPH,4.0
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Is_Day_Game,0.0
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Is_Dome,0.0
balanced,Working,2022-06-28_Minnesota_Twins_at_Cleveland_Guardians,Elevation_Ft,653.0
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Total_Score,4
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Weather_Temp,79
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Wind_MPH,4.0
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Is_Day_Game,0.0
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Is_Dome,0.0
balanced,Working,2022-06-28_Pittsburgh_Pirates_at_Washington_Nationals,Elevation_Ft,35.0
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Total_Score,8
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Weather_Temp,80
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Wind_MPH,2.0
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Is_Day_Game,0.0
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Is_Dome,0.0
balanced,Working,2022-06-28_Atlanta_Braves_at_Philadelphia_Phillies,Elevation_Ft,20.0
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Total_Score,3
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Weather_Temp,77
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Wind_MPH,6.0
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Is_Day_Game,0.0
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Is_Dome,0.0
balanced,Working,2022-06-28_Athletics_at_New_York_Yankees,Elevation_Ft,55.0
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Total_Score,11
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Weather_Temp,69
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Wind_MPH,13.0
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Is_Day_Game,0.0
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Is_Dome,0.0
balanced,Working,2022-06-28_Boston_Red_Sox_at_Toronto_Blue_Jays,Elevation_Ft,270.0
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Total_Score,10
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Weather_Temp,78
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Wind_MPH,6.0
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Is_Day_Game,0.0
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Is_Dome,0.0
balanced,Working,2022-06-28_Houston_Astros_at_New_York_Mets,Elevation_Ft,10.0
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Total_Score,8
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Weather_Temp,72
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Wind_MPH,0.0
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Is_Day_Game,0.0
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Is_Dome,1.0
balanced,Working,2022-06-28_Milwaukee_Brewers_at_Tampa_Bay_Rays,Elevation_Ft,15.0
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Total_Score,8
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Weather_Temp,84
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Wind_MPH,6.0
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Is_Day_Game,0.0
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Is_Dome,0.0
balanced,Working,2022-06-28_Miami_Marlins_at_St._Louis_Cardinals,Elevation_Ft,460.0
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Total_Score,8
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Weather_Temp,83
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Wind_MPH,9.0
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Is_Day_Game,0.0
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Is_Dome,0.0
balanced,Working,2022-06-28_Cincinnati_Reds_at_Chicago_Cubs,Elevation_Ft,595.0
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Total_Score,11
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Weather_Temp,85
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Wind_MPH,10.0
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Is_Day_Game,0.0
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Is_Dome,0.0
balanced,Working,2022-06-28_Texas_Rangers_at_Kansas_City_Royals,Elevation_Ft,856.0
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Total_Score,11
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Weather_Temp,91
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Wind_MPH,7.0
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Is_Day_Game,0.0
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Is_Dome,0.0
balanced,Working,2022-06-28_Los_Angeles_Dodgers_at_Colorado_Rockies,Elevation_Ft,5190.0
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Total_Score,15
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Weather_Temp,80
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Wind_MPH,10.0
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Is_Day_Game,0.0
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Is_Dome,0.0
balanced,Working,2022-06-28_Chicago_White_Sox_at_Los_Angeles_Angels,Elevation_Ft,151.0
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Total_Score,13
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Weather_Temp,72
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Wind_MPH,0.0
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Is_Day_Game,0.0
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Is_Dome,1.0
balanced,Working,2022-06-28_San_Diego_Padres_at_Arizona_Diamondbacks,Elevation_Ft,1086.0
balanced,Working,2022-06-28_Detroit_Tigers_at_San_Francisco_Giants,Total_Score,7
balanced,Working,2022-06-28_Detroit_Tigers_at_San_Francisco_Giants,Weather_Temp,66
balanced,Working,2022-06-28_Detroit_Tigers_at_San_Francisco_Giants,Wind_MPH,17.0
